hour,value
2025-06-07 00:00:00,50.35502958579882
2025-06-07 01:00:00,50.167199999999994
2025-06-07 02:00:00,50.33169508525577
2025-06-07 03:00:00,51.09477832512315
2025-06-07 04:00:00,49.540782698249224
2025-06-07 05:00:00,48.47459349593496
2025-06-07 06:00:00,49.12525821596244
2025-06-07 07:00:00,51.854693486590044
2025-06-07 08:00:00,51.095247933884295
2025-06-07 09:00:00,50.743264503441495
2025-06-07 10:00:00,48.896676441837734
2025-06-07 11:00:00,49.29733606557377
2025-06-07 12:00:00,49.79160079051383
2025-06-07 13:00:00,50.123992133726645
2025-06-07 14:00:00,49.80152129817444
2025-06-07 15:00:00,51.18964824120603
2025-06-07 16:00:00,50.13903638151426
2025-06-07 17:00:00,50.4555667001003
2025-06-07 18:00:00,48.79498553519769
2025-06-07 19:00:00,48.73698630136986
2025-06-07 20:00:00,50.5963076923077
2025-06-07 21:00:00,49.79385964912281
2025-06-07 22:00:00,49.840679611650486
2025-06-07 23:00:00,49.840820512820514
