hour,value
2025-06-12 00:00:00,50.047295968534904
2025-06-12 01:00:00,50.39725378787879
2025-06-12 02:00:00,48.319230769230764
2025-06-12 03:00:00,47.84219204655675
2025-06-12 04:00:00,48.61603288797534
2025-06-12 05:00:00,48.891945606694556
2025-06-12 06:00:00,50.127673545966225
2025-06-12 07:00:00,49.85554455445544
2025-06-12 08:00:00,48.3686481303931
2025-06-12 09:00:00,50.30593962999026
2025-06-12 10:00:00,49.206737247353225
2025-06-12 11:00:00,50.87791286727457
2025-06-12 12:00:00,49.656218905472635
2025-06-12 13:00:00,50.43938520653218
2025-06-12 14:00:00,49.17170731707317
2025-06-12 15:00:00,50.27945205479452
2025-06-12 16:00:00,49.81693386773547
2025-06-12 17:00:00,49.16120331950208
2025-06-12 18:00:00,47.8661918328585
2025-06-12 19:00:00,47.78886756238004
2025-06-12 20:00:00,50.28910585817061
2025-06-12 21:00:00,49.491713747645946
2025-06-12 22:00:00,50.77206477732794
2025-06-12 23:00:00,50.232340862423
