hour,value
2025-06-03 00:00:00,49.80212335692619
2025-06-03 01:00:00,49.77433628318584
2025-06-03 02:00:00,50.065484880083424
2025-06-03 03:00:00,48.057869481765835
2025-06-03 04:00:00,48.981764705882355
2025-06-03 05:00:00,49.52448377581121
2025-06-03 06:00:00,49.59831349206349
2025-06-03 07:00:00,50.5
2025-06-03 08:00:00,48.79980139026812
2025-06-03 09:00:00,51.49659413434248
2025-06-03 10:00:00,50.147425742574256
2025-06-03 11:00:00,50.87884057971014
2025-06-03 12:00:00,50.529876796714575
2025-06-03 13:00:00,50.29449715370019
2025-06-03 14:00:00,48.61633045148895
2025-06-03 15:00:00,49.931502590673574
2025-06-03 16:00:00,49.27306562193928
2025-06-03 17:00:00,48.44321862348178
2025-06-03 18:00:00,49.68521739130434
2025-06-03 19:00:00,50.519075712881026
2025-06-03 20:00:00,50.84858870967742
2025-06-03 21:00:00,50.59646712463199
2025-06-03 22:00:00,49.31832669322709
2025-06-03 23:00:00,50.510808080808076
