hour,value
2025-06-15 00:00:00,50.52282398452611
2025-06-15 01:00:00,50.76310483870968
2025-06-15 02:00:00,49.62816032887975
2025-06-15 03:00:00,49.570576735092864
2025-06-15 04:00:00,47.72829218106996
2025-06-15 05:00:00,48.272933070866145
2025-06-15 06:00:00,49.91924603174603
2025-06-15 07:00:00,48.98131212723658
2025-06-15 08:00:00,50.468934911242606
2025-06-15 09:00:00,49.31199586349534
2025-06-15 10:00:00,49.331895687061184
2025-06-15 11:00:00,50.01072164948454
2025-06-15 12:00:00,49.701988071570575
2025-06-15 13:00:00,49.95346820809248
2025-06-15 14:00:00,48.7573673870334
2025-06-15 15:00:00,51.10932798395186
2025-06-15 16:00:00,51.154854854854854
2025-06-15 17:00:00,49.3134
2025-06-15 18:00:00,51.2711
2025-06-15 19:00:00,49.561478599221786
2025-06-15 20:00:00,50.77939393939394
2025-06-15 21:00:00,47.99979402677652
2025-06-15 22:00:00,50.05981132075472
2025-06-15 23:00:00,51.162434417628546
