hour,value
2025-06-10 00:00:00,49.377755102040815
2025-06-10 01:00:00,49.344747081712065
2025-06-10 02:00:00,50.42824120603015
2025-06-10 03:00:00,50.564671246319925
2025-06-10 04:00:00,50.22338461538462
2025-06-10 05:00:00,49.61694214876033
2025-06-10 06:00:00,50.16696606786427
2025-06-10 07:00:00,50.93040877367896
2025-06-10 08:00:00,50.74076620825147
2025-06-10 09:00:00,49.271924603174604
2025-06-10 10:00:00,50.03447580645161
2025-06-10 11:00:00,50.51638095238095
2025-06-10 12:00:00,50.36524520255863
2025-06-10 13:00:00,50.80829220138204
2025-06-10 14:00:00,50.53271484375
2025-06-10 15:00:00,49.88700906344411
2025-06-10 16:00:00,49.88373904576436
2025-06-10 17:00:00,49.9004965243297
2025-06-10 18:00:00,49.80497967479675
2025-06-10 19:00:00,49.31228239845261
2025-06-10 20:00:00,50.65344129554656
2025-06-10 21:00:00,48.691633064516125
2025-06-10 22:00:00,50.27363726461843
2025-06-10 23:00:00,49.71444557477111
