hour,value
2025-06-02 00:00:00,51.57832167832168
2025-06-02 01:00:00,49.168404588112615
2025-06-02 02:00:00,49.253806047966634
2025-06-02 03:00:00,51.65321463897132
2025-06-02 04:00:00,50.70763956904995
2025-06-02 05:00:00,48.975959595959594
2025-06-02 06:00:00,50.35372393247269
2025-06-02 07:00:00,49.269717624148
2025-06-02 08:00:00,49.49360865290069
2025-06-02 09:00:00,49.54638095238095
2025-06-02 10:00:00,49.633560975609754
2025-06-02 11:00:00,48.609724950884086
2025-06-02 12:00:00,49.10756547041707
2025-06-02 13:00:00,51.731442307692305
2025-06-02 14:00:00,50.46867588932807
2025-06-02 15:00:00,50.63071500503525
2025-06-02 16:00:00,49.968068068068064
2025-06-02 17:00:00,50.51123595505618
2025-06-02 18:00:00,50.587968441814596
2025-06-02 19:00:00,50.69383350462487
2025-06-02 20:00:00,49.54103343465046
2025-06-02 21:00:00,51.64712755598831
2025-06-02 22:00:00,48.64096016343208
2025-06-02 23:00:00,50.423367346938775
