hour,value
2025-06-21 00:00:00,50.280038204393506
2025-06-21 01:00:00,50.61397129186603
2025-06-21 02:00:00,49.98674698795181
2025-06-21 03:00:00,50.273069306930694
2025-06-21 04:00:00,49.82849898580122
2025-06-21 05:00:00,50.752252252252255
2025-06-21 06:00:00,50.90944333996024
2025-06-21 07:00:00,50.004841897233206
2025-06-21 08:00:00,50.56676646706587
2025-06-21 09:00:00,50.74487562189054
2025-06-21 10:00:00,48.32992776057791
2025-06-21 11:00:00,49.3851256281407
2025-06-21 12:00:00,50.547418738049714
2025-06-21 13:00:00,51.23347193347193
2025-06-21 14:00:00,50.29437751004016
2025-06-21 15:00:00,48.85760765550239
2025-06-21 16:00:00,50.34291497975709
2025-06-21 17:00:00,49.53699421965318
2025-06-21 18:00:00,51.32973251028807
2025-06-21 19:00:00,49.739721946375376
2025-06-21 20:00:00,49.41581067472306
2025-06-21 21:00:00,49.12892644135189
2025-06-21 22:00:00,50.796960784313725
2025-06-21 23:00:00,49.94011246485473
