hour,value
2025-06-01 00:00:00,49.82430886558627
2025-06-01 01:00:00,50.564509990485256
2025-06-01 02:00:00,49.47839922854388
2025-06-01 03:00:00,50.264078578110386
2025-06-01 04:00:00,48.939779559118236
2025-06-01 05:00:00,50.865860735009676
2025-06-01 06:00:00,50.13191489361702
2025-06-01 07:00:00,49.083778801843316
2025-06-01 08:00:00,49.643707973102785
2025-06-01 09:00:00,48.98216432865731
2025-06-01 10:00:00,48.654626865671645
2025-06-01 11:00:00,48.23666997026759
2025-06-01 12:00:00,49.50648330058939
2025-06-01 13:00:00,49.85864135864136
2025-06-01 14:00:00,49.36635514018692
2025-06-01 15:00:00,49.34007820136853
2025-06-01 16:00:00,50.08485418626528
2025-06-01 17:00:00,52.351966873706004
2025-06-01 18:00:00,49.42751677852349
2025-06-01 19:00:00,50.427537688442214
2025-06-01 20:00:00,50.07990049751244
2025-06-01 21:00:00,50.643098311817276
2025-06-01 22:00:00,49.72715430861723
2025-06-01 23:00:00,48.91155378486056
2025-06-02 00:00:00,51.57832167832168
2025-06-02 01:00:00,49.168404588112615
2025-06-02 02:00:00,49.253806047966634
2025-06-02 03:00:00,51.65321463897132
2025-06-02 04:00:00,50.70763956904995
2025-06-02 05:00:00,48.975959595959594
2025-06-02 06:00:00,50.35372393247269
2025-06-02 07:00:00,49.269717624148
2025-06-02 08:00:00,49.49360865290069
2025-06-02 09:00:00,49.54638095238095
2025-06-02 10:00:00,49.633560975609754
2025-06-02 11:00:00,48.609724950884086
2025-06-02 12:00:00,49.10756547041707
2025-06-02 13:00:00,51.731442307692305
2025-06-02 14:00:00,50.46867588932807
2025-06-02 15:00:00,50.63071500503525
2025-06-02 16:00:00,49.968068068068064
2025-06-02 17:00:00,50.51123595505618
2025-06-02 18:00:00,50.587968441814596
2025-06-02 19:00:00,50.69383350462487
2025-06-02 20:00:00,49.54103343465046
2025-06-02 21:00:00,51.64712755598831
2025-06-02 22:00:00,48.64096016343208
2025-06-02 23:00:00,50.423367346938775
2025-06-03 00:00:00,49.80212335692619
2025-06-03 01:00:00,49.77433628318584
2025-06-03 02:00:00,50.065484880083424
2025-06-03 03:00:00,48.057869481765835
2025-06-03 04:00:00,48.981764705882355
2025-06-03 05:00:00,49.52448377581121
2025-06-03 06:00:00,49.59831349206349
2025-06-03 07:00:00,50.5
2025-06-03 08:00:00,48.79980139026812
2025-06-03 09:00:00,51.49659413434248
2025-06-03 10:00:00,50.147425742574256
2025-06-03 11:00:00,50.87884057971014
2025-06-03 12:00:00,50.529876796714575
2025-06-03 13:00:00,50.29449715370019
2025-06-03 14:00:00,48.61633045148895
2025-06-03 15:00:00,49.931502590673574
2025-06-03 16:00:00,49.27306562193928
2025-06-03 17:00:00,48.44321862348178
2025-06-03 18:00:00,49.68521739130434
2025-06-03 19:00:00,50.519075712881026
2025-06-03 20:00:00,50.84858870967742
2025-06-03 21:00:00,50.59646712463199
2025-06-03 22:00:00,49.31832669322709
2025-06-03 23:00:00,50.510808080808076
2025-06-04 00:00:00,49.439473684210526
2025-06-04 01:00:00,51.642211055276384
2025-06-04 02:00:00,50.55334608030593
2025-06-04 03:00:00,50.93539381854436
2025-06-04 04:00:00,50.503154574132495
2025-06-04 05:00:00,50.285532746823066
2025-06-04 06:00:00,49.70474268415742
2025-06-04 07:00:00,49.853438113948926
2025-06-04 08:00:00,49.281065088757394
2025-06-04 09:00:00,51.535741811175335
2025-06-04 10:00:00,49.202705515088454
2025-06-04 11:00:00,50.687194525904204
2025-06-04 12:00:00,50.10324543610548
2025-06-04 13:00:00,48.708699808795416
2025-06-04 14:00:00,48.77812187812188
2025-06-04 15:00:00,50.17685185185185
2025-06-04 16:00:00,50.86522574447646
2025-06-04 17:00:00,50.29183266932271
2025-06-04 18:00:00,50.06123260437376
2025-06-04 19:00:00,51.33456669912366
2025-06-04 20:00:00,50.04114737883284
2025-06-04 21:00:00,49.94315476190476
2025-06-04 22:00:00,50.85844930417495
2025-06-04 23:00:00,49.270309477756285
2025-06-05 00:00:00,48.62660194174757
2025-06-05 01:00:00,49.051305220883535
2025-06-05 02:00:00,50.54810756972112
2025-06-05 03:00:00,50.32564870259481
2025-06-05 04:00:00,50.26492610837438
2025-06-05 05:00:00,49.01485943775101
2025-06-05 06:00:00,49.69666329625885
2025-06-05 07:00:00,48.71248808388942
2025-06-05 08:00:00,50.63413693346191
2025-06-05 09:00:00,49.93982387475538
2025-06-05 10:00:00,50.221212121212126
2025-06-05 11:00:00,50.54435483870968
2025-06-05 12:00:00,50.80116618075802
2025-06-05 13:00:00,49.71543756145526
2025-06-05 14:00:00,50.80126459143968
2025-06-05 15:00:00,48.97225490196078
2025-06-05 16:00:00,49.32613065326633
2025-06-05 17:00:00,50.1910243902439
2025-06-05 18:00:00,49.69616977225673
2025-06-05 19:00:00,51.55504407443682
2025-06-05 20:00:00,49.55971659919028
2025-06-05 21:00:00,48.73765060240964
2025-06-05 22:00:00,50.54430379746835
2025-06-05 23:00:00,50.087715930902114
2025-06-06 00:00:00,49.12709807886754
2025-06-06 01:00:00,50.796865203761755
2025-06-06 02:00:00,50.35538005923001
2025-06-06 03:00:00,50.120923379174855
2025-06-06 04:00:00,50.5972522080471
2025-06-06 05:00:00,49.209999999999994
2025-06-06 06:00:00,49.5322517207473
2025-06-06 07:00:00,49.02
2025-06-06 08:00:00,49.732593340060546
2025-06-06 09:00:00,49.14688995215311
2025-06-06 10:00:00,51.29582089552239
2025-06-06 11:00:00,50.74109165808445
2025-06-06 12:00:00,50.85424901185771
2025-06-06 13:00:00,50.62507522567703
2025-06-06 14:00:00,51.99672131147541
2025-06-06 15:00:00,49.05361875637105
2025-06-06 16:00:00,50.26122047244095
2025-06-06 17:00:00,48.63447580645161
2025-06-06 18:00:00,50.01925343811395
2025-06-06 19:00:00,49.196875000000006
2025-06-06 20:00:00,51.143055555555556
2025-06-06 21:00:00,49.487157695939565
2025-06-06 22:00:00,50.21887351778656
2025-06-06 23:00:00,48.6302752293578
2025-06-07 00:00:00,50.35502958579882
2025-06-07 01:00:00,50.167199999999994
2025-06-07 02:00:00,50.33169508525577
2025-06-07 03:00:00,51.09477832512315
2025-06-07 04:00:00,49.540782698249224
2025-06-07 05:00:00,48.47459349593496
2025-06-07 06:00:00,49.12525821596244
2025-06-07 07:00:00,51.854693486590044
2025-06-07 08:00:00,51.095247933884295
2025-06-07 09:00:00,50.743264503441495
2025-06-07 10:00:00,48.896676441837734
2025-06-07 11:00:00,49.29733606557377
2025-06-07 12:00:00,49.79160079051383
2025-06-07 13:00:00,50.123992133726645
2025-06-07 14:00:00,49.80152129817444
2025-06-07 15:00:00,51.18964824120603
2025-06-07 16:00:00,50.13903638151426
2025-06-07 17:00:00,50.4555667001003
2025-06-07 18:00:00,48.79498553519769
2025-06-07 19:00:00,48.73698630136986
2025-06-07 20:00:00,50.5963076923077
2025-06-07 21:00:00,49.79385964912281
2025-06-07 22:00:00,49.840679611650486
2025-06-07 23:00:00,49.840820512820514
2025-06-08 00:00:00,49.40553359683795
2025-06-08 01:00:00,50.412036108324976
2025-06-08 02:00:00,50.36926229508197
2025-06-08 03:00:00,50.853854166666665
2025-06-08 04:00:00,48.5664039408867
2025-06-08 05:00:00,48.903106796116504
2025-06-08 06:00:00,48.70832497492477
2025-06-08 07:00:00,49.625
2025-06-08 08:00:00,48.74127290260366
2025-06-08 09:00:00,50.02479674796748
2025-06-08 10:00:00,50.76033966033966
2025-06-08 11:00:00,52.6047619047619
2025-06-08 12:00:00,49.94754754754754
2025-06-08 13:00:00,50.66882352941176
2025-06-08 14:00:00,51.097716460513794
2025-06-08 15:00:00,49.79514851485148
2025-06-08 16:00:00,49.86443349753695
2025-06-08 17:00:00,50.117053481331986
2025-06-08 18:00:00,50.9773786407767
2025-06-08 19:00:00,50.980136319376825
2025-06-08 20:00:00,47.21852589641434
2025-06-08 21:00:00,50.44479768786127
2025-06-08 22:00:00,50.46696787148594
2025-06-08 23:00:00,50.459920239282155
2025-06-09 00:00:00,48.60982490272374
2025-06-09 01:00:00,49.0061479346782
2025-06-09 02:00:00,48.02
2025-06-09 03:00:00,50.09969104016478
2025-06-09 04:00:00,49.2610337972167
2025-06-09 05:00:00,49.17356097560976
2025-06-09 06:00:00,49.21880907372401
2025-06-09 07:00:00,50.815557830092125
2025-06-09 08:00:00,48.49823182711198
2025-06-09 09:00:00,50.80224609375
2025-06-09 10:00:00,50.835082604470365
2025-06-09 11:00:00,49.098922624877574
2025-06-09 12:00:00,49.71075050709939
2025-06-09 13:00:00,48.798007968127486
2025-06-09 14:00:00,50.20112474437627
2025-06-09 15:00:00,50.7418533604888
2025-06-09 16:00:00,49.77350993377483
2025-06-09 17:00:00,49.49222333000997
2025-06-09 18:00:00,50.404125736738706
2025-06-09 19:00:00,50.24745222929936
2025-06-09 20:00:00,51.82379146919431
2025-06-09 21:00:00,49.83330019880716
2025-06-09 22:00:00,49.6284304047384
2025-06-09 23:00:00,47.59232209737828
2025-06-10 00:00:00,49.377755102040815
2025-06-10 01:00:00,49.344747081712065
2025-06-10 02:00:00,50.42824120603015
2025-06-10 03:00:00,50.564671246319925
2025-06-10 04:00:00,50.22338461538462
2025-06-10 05:00:00,49.61694214876033
2025-06-10 06:00:00,50.16696606786427
2025-06-10 07:00:00,50.93040877367896
2025-06-10 08:00:00,50.74076620825147
2025-06-10 09:00:00,49.271924603174604
2025-06-10 10:00:00,50.03447580645161
2025-06-10 11:00:00,50.51638095238095
2025-06-10 12:00:00,50.36524520255863
2025-06-10 13:00:00,50.80829220138204
2025-06-10 14:00:00,50.53271484375
2025-06-10 15:00:00,49.88700906344411
2025-06-10 16:00:00,49.88373904576436
2025-06-10 17:00:00,49.9004965243297
2025-06-10 18:00:00,49.80497967479675
2025-06-10 19:00:00,49.31228239845261
2025-06-10 20:00:00,50.65344129554656
2025-06-10 21:00:00,48.691633064516125
2025-06-10 22:00:00,50.27363726461843
2025-06-10 23:00:00,49.71444557477111
2025-06-11 00:00:00,48.075629405840886
2025-06-11 01:00:00,49.3010101010101
2025-06-11 02:00:00,51.034236947791165
2025-06-11 03:00:00,51.19759665621734
2025-06-11 04:00:00,51.15268138801262
